longitude,latitude,OBJECTID,DATE,x,year,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4,,
6.92,43.38,1067,21,5,2008,43.38,6.92,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.98,43.38,1068,21,5,2008,43.38,6.98,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.04,43.38,1069,21,5,2008,43.38,7.04,0,0,0,5.89,0,0,0,58.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.09,43.37,1070,21,5,2008,43.37,7.09,0,0,0,3.93,0,0,0,39.2,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.15,43.37,1071,21,5,2008,43.37,7.15,0,0,0,7.86,0,0,0,1902.6,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.2,43.37,1072,21,5,2008,43.37,7.2,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.27,43.37,1073,21,5,2008,43.37,7.27,0,0,0,5.89,0,0,0,215.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.34,43.38,1074,21,5,2008,43.38,7.34,0,0,0,3.93,0,0,0,196,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.31,43.36,1075,21,5,2008,43.36,7.31,0,0,0,1.96,0,0,0,19.6,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.24,43.35,1076,21,5,2008,43.35,7.24,0,0,0,1.96,0,0,0,176.4,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.17,43.33,1077,21,5,2008,43.33,7.17,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.1,43.31,1078,21,5,2008,43.31,7.1,0,0,0,3.93,0,0,0,39.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.89,43.27,1079,21,5,2008,43.27,6.89,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.92,43.3,1080,21,5,2008,43.3,6.92,0,0,0,3.93,0,0,0,39.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.97,43.31,1081,21,5,2008,43.31,6.97,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7,43.35,1082,21,5,2008,43.35,7,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.03,43.38,1083,21,5,2008,43.38,7.03,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.47,43.69,1084,22,5,2008,43.69,7.47,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.5,43.65,1085,22,5,2008,43.65,7.5,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.53,43.52,1086,22,5,2008,43.52,7.53,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.46,43.5,1087,22,5,2008,43.5,7.46,0,0,0,25.54,0,0,0,668.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,25.54
7.08,43.48,1088,23,5,2008,43.48,7.08,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.13,43.46,1089,23,5,2008,43.46,7.13,0,0,0,1.96,0,0,0,176.4,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.19,43.44,1090,23,5,2008,43.44,7.19,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.25,43.42,1091,23,5,2008,43.42,7.25,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.31,43.4,1092,23,5,2008,43.4,7.31,0,0,0,3.93,0,0,0,155.2,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.36,43.38,1093,23,5,2008,43.38,7.36,0,0,0,1.96,0,0,0,2000.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.42,43.36,1094,23,5,2008,43.36,7.42,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.43,43.33,1095,23,5,2008,43.33,7.43,0,0,0,3.93,0,0,0,468.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.38,43.31,1096,23,5,2008,43.31,7.38,0,0,0,7.86,0,0,0,194.4,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.35,43.27,1097,23,5,2008,43.27,7.35,0,0,0,19.65,0,0,0,468.8,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,19.65
7.37,43.22,1098,23,5,2008,43.22,7.37,0,0,0,11.79,0,0,0,117.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,11.79
7.39,43.17,1099,23,5,2008,43.17,7.39,0,0,0,5.89,0,0,0,58.8,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.41,43.13,1100,23,5,2008,43.13,7.41,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.43,43.08,1101,23,5,2008,43.08,7.43,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.45,43.04,1102,23,5,2008,43.04,7.45,0,0,0,5.89,0,0,0,331.6,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.45,43,1103,23,5,2008,43,7.45,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.39,42.97,1104,23,5,2008,42.97,7.39,0,0,0,1.96,0,0,0,176.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.23,42.9,1105,23,5,2008,42.9,7.23,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.15,42.91,1106,23,5,2008,42.91,7.15,0,0,0,5.89,0,0,0,58.8,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.08,42.91,1107,23,5,2008,42.91,7.08,0,0,0,3.93,0,0,0,155.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7,42.92,1108,23,5,2008,42.92,7,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.92,42.93,1109,23,5,2008,42.93,6.92,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.85,42.94,1110,23,5,2008,42.94,6.85,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.77,42.95,1111,23,5,2008,42.95,6.77,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.7,42.95,1112,23,5,2008,42.95,6.7,0,0,0,13.75,0,0,0,137.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,13.75
6.62,42.96,1113,23,5,2008,42.96,6.62,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.28,42.96,1114,30,5,2008,42.96,6.28,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.3,42.92,1115,30,5,2008,42.92,6.3,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.31,42.87,1116,30,5,2008,42.87,6.31,0,0,0,7.86,0,0,0,78.4,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
6.33,42.83,1117,30,5,2008,42.83,6.33,0,0,0,5.89,0,0,0,58.8,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
6.35,42.79,1118,30,5,2008,42.79,6.35,0,0,0,1.96,0,0,0,19.6,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.34,42.75,1119,30,5,2008,42.75,6.34,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.37,42.71,1120,30,5,2008,42.71,6.37,0,0,0,13.75,0,0,0,137.2,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,13.75
6.3,42.72,1121,30,5,2008,42.72,6.3,0,0,0,0,0,0,0,0,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.24,42.72,1122,30,5,2008,42.72,6.24,0,0,0,9.82,0,0,0,98,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,9.82
6.18,42.71,1123,30,5,2008,42.71,6.18,0,0,0,23.58,0,0,0,235.2,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,23.58
6.12,42.71,1124,30,5,2008,42.71,6.12,0,0,0,19.65,0,0,0,352.8,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,19.65
6.07,42.71,1125,30,5,2008,42.71,6.07,0,0,0,5.89,0,0,0,58.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
6.07,42.71,1126,30,5,2008,42.71,6.07,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.01,42.73,1127,30,5,2008,42.73,6.01,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
5.94,42.76,1128,30,5,2008,42.76,5.94,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
5.74,42.81,1129,30,5,2008,42.81,5.74,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
5.67,42.79,1130,30,5,2008,42.79,5.67,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
5.61,42.78,1131,30,5,2008,42.78,5.61,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
5.54,42.77,1132,30,5,2008,42.77,5.54,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
5.47,42.84,1133,31,5,2008,42.84,5.47,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
5.41,42.84,1134,31,5,2008,42.84,5.41,0,0,0,1.96,0,0,0,135.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
5.34,42.85,1135,31,5,2008,42.85,5.34,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
5.28,42.85,1136,31,5,2008,42.85,5.28,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
5.25,42.84,1137,31,5,2008,42.84,5.25,0,0,0,0,0,0,0,156.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
5.29,42.81,1138,31,5,2008,42.81,5.29,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.61,42.72,1139,2,6,8,42.72,6.61,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.65,42.68,1140,2,6,8,42.68,6.65,0,0,0,5.89,0,0,0,58.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
6.69,42.64,1141,2,6,8,42.64,6.69,0,0,0,5.89,0,0,0,215.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
6.74,42.6,1142,2,6,8,42.6,6.74,0,0,0,9.82,0,0,0,1922.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,9.82
6.79,42.56,1143,2,6,8,42.56,6.79,0,0,0,7.86,0,0,0,194.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
6.83,42.52,1144,2,6,8,42.52,6.83,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.88,42.48,1145,2,6,8,42.48,6.88,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.86,42.43,1146,2,6,8,42.43,6.86,0,0,0,0,0,0,0,0,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.91,42.4,1147,2,6,8,42.4,6.91,0,0,0,3.93,0,0,0,39.2,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.96,42.37,1148,2,6,8,42.37,6.96,0,0,0,17.68,0,0,0,646.8,2.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,17.68
7.01,42.34,1149,2,6,8,42.34,7.01,0,0,0,19.65,0,0,0,385.5,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,19.65
7.06,42.36,1150,2,6,8,42.36,7.06,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.07,42.4,1151,2,6,8,42.4,7.07,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.09,42.45,1152,2,6,8,42.45,7.09,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.09,42.46,1153,2,6,8,42.46,7.09,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.11,42.51,1154,2,6,8,42.51,7.11,0,0,0,3.93,0,0,0,352.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.13,42.56,1155,2,6,8,42.56,7.13,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.44,43.31,1156,3,6,8,43.31,7.44,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.43,43.34,1157,3,6,8,43.34,7.43,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.41,43.33,1158,3,6,8,43.33,7.41,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.39,43.32,1159,3,6,8,43.32,7.39,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.37,43.32,1160,3,6,8,43.32,7.37,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.35,43.33,1161,3,6,8,43.33,7.35,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.32,43.36,1162,3,6,8,43.36,7.32,0,0,0,3.93,0,0,0,196,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.36,43.39,1163,3,6,8,43.39,7.36,0,0,0,5.89,0,0,0,58.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.39,43.42,1164,3,6,8,43.42,7.39,0,0,0,5.89,0,0,0,58.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.43,43.46,1165,3,6,8,43.46,7.43,0,0,0,7.86,0,0,0,78.4,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.46,43.49,1166,3,6,8,43.49,7.46,0,0,0,5.89,0,0,0,215.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.5,43.53,1167,3,6,8,43.53,7.5,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.55,43.56,1168,3,6,8,43.56,7.55,0,0,0,1.96,0,0,0,19.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.59,43.54,1169,3,6,8,43.54,7.59,0,0,0,1.96,0,0,0,135.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.63,43.5,1170,3,6,8,43.5,7.63,0,0,0,1.96,0,0,0,333.2,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.63,43.5,1171,3,6,8,43.5,7.63,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.67,43.47,1172,3,6,8,43.47,7.67,0,0,0,21.61,0,0,0,372.4,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,21.61
7.71,43.44,1173,3,6,8,43.44,7.71,0,0,0,5.89,0,0,0,529.2,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.76,43.41,1174,3,6,8,43.41,7.76,0,0,0,7.86,0,0,0,392,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.74,43.38,1175,3,6,8,43.38,7.74,0,0,0,7.86,0,0,0,78.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.29,43.49,1176,4,6,8,43.49,7.29,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.33,43.46,1177,4,6,8,43.46,7.33,0,0,0,0,0,0,0,352.8,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.86,43.29,1178,4,6,8,43.29,7.86,0,0,0,0,0,0,0,0,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.84,43.34,1179,4,6,8,43.34,7.84,0,0,0,5.89,0,0,0,174.8,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.8,43.35,1180,4,6,8,43.35,7.8,0,0,0,3.93,0,0,0,2177,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.79,43.35,1181,4,6,8,43.35,7.79,0,0,0,0,0,0,0,0,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.73,43.37,1182,4,6,8,43.37,7.73,0,0,0,1.96,0,0,0,176.4,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.67,43.38,1183,4,6,8,43.38,7.67,0,0,0,0,0,0,0,156.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.61,43.4,1184,4,6,8,43.4,7.61,0,0,0,0,0,0,0,156.8,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.13,43.22,1185,5,6,8,43.22,7.13,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.12,43.16,1186,5,6,8,43.16,7.12,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7,43.11,1187,5,6,8,43.11,7,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.94,43.09,1188,5,6,8,43.09,6.94,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.89,43.08,1189,5,6,8,43.08,6.89,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.89,43.12,1190,5,6,8,43.12,6.89,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.39,42.96,1191,18,8,2008,42.96,6.39,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.43,42.92,1192,18,8,2008,42.92,6.43,0,0,0,3.93,0,0,0,39.2,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.46,42.88,1193,18,8,2008,42.88,6.46,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.5,42.85,1194,18,8,2008,42.85,6.5,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.54,42.82,1195,18,8,2008,42.82,6.54,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.58,42.78,1196,18,8,2008,42.78,6.58,0,0,0,3.93,0,0,0,196,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.62,42.74,1197,18,8,2008,42.74,6.62,0,0,0,11.79,0,0,0,117.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,11.79
6.63,42.72,1198,18,8,2008,42.72,6.63,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.67,42.68,1199,18,8,2008,42.68,6.67,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.71,42.65,1200,18,8,2008,42.65,6.71,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.76,42.61,1201,18,8,2008,42.61,6.76,0,0,0,5.89,0,0,0,132.3,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
6.8,42.57,1202,18,8,2008,42.57,6.8,0,0,0,7.86,0,0,0,176.4,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
6.85,42.52,1203,18,8,2008,42.52,6.85,0,0,0,3.93,0,0,0,63.7,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
6.89,42.48,1204,18,8,2008,42.48,6.89,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.94,42.43,1205,18,8,2008,42.43,6.94,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.98,42.38,1206,18,8,2008,42.38,6.98,0,0,0,3.93,0,0,0,39.2,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.12,42.22,1207,19,8,2008,42.22,7.12,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.14,42.25,1208,19,8,2008,42.25,7.14,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.19,42.28,1209,19,8,2008,42.28,7.19,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.23,42.3,1210,19,8,2008,42.3,7.23,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.29,42.34,1211,19,8,2008,42.34,7.29,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.34,42.37,1212,19,8,2008,42.37,7.34,0,0,0,3.93,0,0,0,39.2,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.39,42.4,1213,19,8,2008,42.4,7.39,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.42,42.42,1214,19,8,2008,42.42,7.42,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.45,42.47,1215,19,8,2008,42.47,7.45,0,0,0,1.96,0,0,0,19.6,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.47,42.52,1216,19,8,2008,42.52,7.47,0,0,0,5.89,0,0,0,58.8,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,5.89
7.48,42.56,1217,19,8,2008,42.56,7.48,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.49,42.6,1218,19,8,2008,42.6,7.49,0,0,0,7.86,0,0,0,78.4,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.45,42.64,1219,19,8,2008,42.64,7.45,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.43,42.64,1220,19,8,2008,42.64,7.43,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.39,42.68,1221,19,8,2008,42.68,7.39,0,0,0,11.79,0,0,0,117.6,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,11.79
7.34,42.71,1222,19,8,2008,42.71,7.34,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.29,42.74,1223,19,8,2008,42.74,7.29,0,0,0,9.82,0,0,0,214,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,9.82
7.24,42.78,1224,19,8,2008,42.78,7.24,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.19,42.81,1225,19,8,2008,42.81,7.19,0,0,0,11.79,0,0,0,117.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,11.79
7.15,42.85,1226,19,8,2008,42.85,7.15,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.02,42.91,1227,19,8,2008,42.91,7.02,0,0,0,0,0,0,0,0,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.97,42.94,1228,19,8,2008,42.94,6.97,0,0,0,7.86,0,0,0,78.4,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
6.98,42.97,1229,19,8,2008,42.97,6.98,0,0,0,1.96,0,0,0,19.6,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.15,43.48,1230,21,8,2008,43.48,7.15,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.2,43.45,1231,21,8,2008,43.45,7.2,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.25,43.43,1232,21,8,2008,43.43,7.25,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.35,43.4,1233,21,8,2008,43.4,7.35,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.37,43.38,1234,21,8,2008,43.38,7.37,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.4,43.34,1235,21,8,2008,43.34,7.4,0,0,0,1.96,0,0,0,135.6,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.41,43.33,1236,21,8,2008,43.33,7.41,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.45,43.29,1237,21,8,2008,43.29,7.45,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.48,43.26,1238,21,8,2008,43.26,7.48,0,0,0,0,0,0,0,0,1.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.48,43.26,1239,21,8,2008,43.26,7.48,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.43,43.24,1240,21,8,2008,43.24,7.43,0,0,0,9.82,0,0,0,254.8,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,9.82
