X,Y,OBJECTID,DATE,latitude,longitude,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4
-169.7,32.56,180,30/01/2008,32.56,-169.7,4249.66,22873.17,1624.87,0,0.87,170.49,54.12,0,4,C. Moore,NPG08-M047,0
-167.99,32.26,181,31/01/2008,32.26,-167.99,12399.01,121590.27,10132.52,0,2.27,630.68,538.56,0,2.5,C. Moore,NPG08-M048,0
-165.81,32.55,182,1/2/08,32.55,-165.81,10496.48,25661.63,4894.06,0,1.77,232.66,1015.68,0,3,C. Moore,NPG08-M049,0
-166.11,32.47,183,1/2/08,32.47,-166.11,0,20071.12,5235.94,0,0,141.25,264.23,0,3,C. Moore,NPG08-M050,0
-165,33.28,184,2/2/08,33.28,-165,287.29,17524.54,2528.13,0,0.11,188.23,241.21,0,2.5,C. Moore,NPG08-M051,0
-162.72,33.76,185,3/2/08,33.76,-162.72,7270.35,37593.05,4433.14,0,1.01,413.35,1389.88,0,5,C. Moore,NPG08-M052,0
-160.42,33.76,186,4/2/08,33.76,-160.42,21459.82,65763.97,11999.04,0,5.31,284.52,170.52,0,2.5,C. Moore,NPG08-M053,0
-157.85,34.51,187,5/2/08,34.51,-157.85,38094.85,97334.87,5538.02,0,11.77,556.82,414.85,0,2.5,C. Moore,NPG08-M054,0
-157.56,36.16,188,6/2/08,36.16,-157.56,3183.82,14725.19,1790.9,0,1.39,83.38,496.48,0,4,C. Moore,NPG08-M055,0
-147.67,35.69,189,9/2/08,35.69,-147.67,54395.65,136889.05,14698.82,0,16.1,862.43,855.73,0,2.5,C. Moore,NPG08-M056,0
-132.57,35.88,190,10/2/08,35.88,-132.57,32809.88,8249.34,9561.74,0,5.81,18.56,64.49,0,1,C. Moore,NPG08-M057,0
-138.51,35.76,191,14/02/2008,35.76,-138.51,164899.09,105488.64,17386.52,0,100.41,408.52,356.49,0,3.5,C. Moore,NPG08-M058,0
-138.77,35.76,192,14/02/2008,35.76,-138.77,59515.24,175528.81,10559.16,0,17.16,631.2,468,0,3,C. Moore,NPG08-M059,0
-139.4,35.89,193,13/02/2008,35.89,-139.4,38298.82,88357.71,14527.14,0,9.25,603.35,16468.56,0,3.3,C. Moore,NPG08-M060,0
-139.82,35.97,194,13/02/2008,35.97,-139.82,32801.28,82038.31,7936.93,0,8.16,246.99,455.23,0,3,C. Moore,NPG08-M061,0
-140.33,36.04,195,13/02/2008,36.04,-140.33,357243,235383.27,61233,0,75.66,402.11,559.43,0,2,C. Moore,NPG08-M062,0
-140.79,36.08,196,13/02/2008,36.08,-140.79,211557.29,238973.39,44254.33,0,50.28,548.32,1137.65,0,2.5,C. Moore,NPG08-M063,0
-140.82,35.84,197,12/2/08,35.84,-140.82,300585.87,350139.78,49024.86,0,64.78,823.72,4586.12,0,2.5,C. Moore,NPG08-M064,0
-141.02,35.38,198,12/2/08,35.38,-141.02,391199.87,254744.74,41887.56,0,64.52,576.8,965.02,0,2,C. Moore,NPG08-M065,0
-141.45,35,199,11/2/08,35,-141.45,101533.05,272201.75,13657.73,0,31.42,899.24,1811.25,0,3,C. Moore,NPG08-M066,0
-141.78,35.91,200,11/2/08,35.91,-141.78,155566.98,290785.1,16380.83,0,45.48,866.86,1627.4,0,3,C. Moore,NPG08-M067,0
-142.08,34.68,201,11/2/08,34.68,-142.08,159155.27,149652.03,16894.65,0,33.71,568.84,10342.26,0,4,C. Moore,NPG08-M068,0
-128.11,25.11,202,15/06/2009,25.11,-128.11,14058.05,12993.04,3834.01,0,3.07,7.22,32.38,0,2,C. Moore,NPG09-M001,0
-128.35,24.22,203,15/06/2009,24.22,-128.35,2491.81,4600.27,766.71,0,0.35,4.6,0.77,0,2,C. Moore,NPG09-M002,0
-130.37,23.57,204,16/06/2009,23.57,-130.37,4561.04,7367.83,2105.09,0,0.67,7.3,9.44,0,3,C. Moore,NPG09-M003,0
-146.39,24.6,205,21/06/2009,24.6,-146.39,1045.21,1254.26,209.04,0,0.22,4.92,23.31,0,5,C. Moore,NPG09-M005,0
-146.48,24.54,206,21/06/2009,24.54,-146.48,1983.31,1873.13,330.55,0,0.24,2.66,114.26,0,5,C. Moore,NPG09-M006,0
-146.67,24.41,207,21/06/2009,24.41,-146.67,210.39,1262.32,420.77,0,0.11,4.73,44.6,0,6,C. Moore,NPG09-M008,0
-146.77,24.36,208,21/06/2009,24.36,-146.77,20725.61,7635.75,0,0,1.67,4.36,0,0,6,C. Moore,NPG09-M009,0
-160.42,23.57,209,30/06/2009,23.57,-160.42,4990.27,8157.17,287.9,0,1.04,22.17,10.84,0,2,C. Moore,NPG09-M016,0
-162.05,29.3,210,3/7/09,29.3,-162.05,55398.79,63140.11,10160.48,0,11.88,343.78,311.83,0,2,C. Moore,NPG09-M017,0
-162.63,29.77,211,3/7/09,29.77,-162.63,32345.24,50343.8,11216.49,0,7.04,237.24,349.67,0,2.5,C. Moore,NPG09-M018,0
-163.23,30.54,212,4/7/09,30.54,-163.23,11958.37,20500.05,1708.34,0,1.22,172.79,147.16,0,2,C. Moore,NPG09-M019,0
-163.99,31.31,213,4/7/09,31.31,-163.99,137693.9,162773.86,14359.51,0,23.8,588.64,1192.43,0,1,C. Moore,NPG09-M020,0
-164.25,31.61,214,4/7/09,31.61,-164.25,25655.84,67099.9,6907.34,0,6.32,449.59,661.33,0,1,C. Moore,NPG09-M021,0
-165.24,32.74,215,5/7/09,32.74,-165.24,80350.71,32318.84,3928.26,0,14.43,171.77,1680.94,0,2,C. Moore,NPG09-M022,0
-169.18,34.37,216,7/7/09,34.37,-169.18,7522.62,21453.39,2089.62,0,1.53,91.8,56.7,0,2,C. Moore,NPG09-M023,0
-170.02,34.39,217,8/7/09,34.39,-170.02,57576.04,71728.13,10886.23,0,10.63,274.7,531.13,0,2,C. Moore,NPG09-M024,0
-171.64,35.06,218,9/7/09,35.06,-171.64,33826.4,38965.56,12732.84,0,5.35,143.53,611.51,0,2,C. Moore,NPG09-M025,0
-171.74,35,219,9/7/09,35,-171.74,25474.15,43091.79,5713.83,0,4.07,90.47,469.01,0,2,C. Moore,NPG09-M026,0
-171.82,35,220,9/7/09,35,-171.82,23981.43,30101.69,4121.81,0,3.25,44.22,8302.32,0,2,C. Moore,NPG09-M027,0
-171.93,35,221,9/7/09,35,-171.93,27815.96,32490.91,3389.34,0,4.82,93.58,309.24,0,2,C. Moore,NPG09-M028,0
-172.95,34.59,222,10/7/09,34.59,-172.95,30274.08,53083.31,1382.38,0,7.88,137.13,155.1,0,2,C. Moore,NPG09-M029,0
-176.4,34.54,223,12/7/09,34.54,-176.4,18313.97,94622.16,18313.97,0,2.42,455.18,857.09,0,0,C. Moore,NPG09-M030,0
-176.44,34.49,224,12/7/09,34.49,-176.44,20444.61,56952.85,13873.13,0,2.77,398.67,5675.57,0,0,C. Moore,NPG09-M031,0
-176.46,34.47,225,12/7/09,34.47,-176.46,9799.58,16985.94,6533.05,0,3.07,32.67,663.76,0,0,C. Moore,NPG09-M032,0
-176.48,34.45,226,12/7/10,34.45,-176.48,44996.4,78743.7,937.43,0,10.22,89.06,15,0,0,C. Moore,NPG09-M033,0
-176.49,34.43,227,12/7/09,34.43,-176.49,81019.16,62559.1,12306.71,0,15.79,9278.23,627.64,0,1,C. Moore,NPG09-M034,0
-179.99,34.01,228,14/07/2009,34.01,-179.99,11051.75,25261.14,0,0,3.16,31.58,0,0,1,C. Moore,NPG09-M035,0
-179.99,34.05,229,14/07/2009,34.05,-179.99,74111.72,280565.79,0,0,20.12,365.26,0,0,1,C. Moore,NPG09-M037,0
-179.99,34.15,230,14/07/2009,34.15,-179.99,17998.56,21598.27,0,0,3.28,21.6,0,0,1,C. Moore,NPG09-M038,0
-179.99,34.16,231,14/07/2009,34.16,-179.99,5454.11,116354.33,7726.65,0,0.86,550.41,449.46,0,1,C. Moore,NPG09-M039,0
-179.86,34.51,232,15/07/2009,34.51,-179.86,1818.04,10302.21,606.01,0,0.11,30.54,9.39,0,1.5,C. Moore,NPG09-M040,0
-179.93,35.1,233,15/07/2009,35.1,-179.93,24283.77,48567.54,4285.37,0,3.09,29.38,38.47,0,1.5,C. Moore,NPG09-M041,0
-179.89,35.38,234,15/07/2009,35.38,-179.89,21628.36,30467.78,2068.8,0,4.7,46.08,51.53,0,2,C. Moore,NPG09-M042,0
-179.87,35.41,235,15/07/2009,35.41,-179.87,15103.69,15103.69,3775.92,0,2.27,37.51,8.68,0,1,C. Moore,NPG09-M043,0
-179.59,36.1,236,16/07/2009,36.1,-179.59,60256.05,99122.5,9651.4,0,7.83,97.3,107.99,0,1,C. Moore,NPG09-M044,0
-179.35,36.48,237,16/07/2009,36.48,-179.35,29997.6,25712.23,4285.37,0,4.3,27.43,57.85,0,2,C. Moore,NPG09-M045,0
-179.38,37.85,238,17/07/2009,37.85,-179.38,505.81,6912.8,1180.23,0,0.17,34.21,12.31,0,1,C. Moore,NPG09-M046,0
-179.75,39.3,239,18/07/2009,39.3,-179.75,11477.34,2086.79,2086.79,0,3.23,4.59,107.99,0,1,C. Moore,NPG09-M047,0
-179.74,39.31,240,18/07/2009,39.31,-179.74,85587.56,181873.56,10698.44,0,16.99,246.63,60.41,0,1,C. Moore,NPG09-M048,0
-178.91,40.31,241,19/07/2009,40.31,-178.91,16455.83,53481.44,4113.96,0,5.97,80.22,26.74,0,2,C. Moore,NPG09-M049,0
-178.71,40.49,242,19/07/2009,40.49,-178.71,13845.05,31382.1,2769.01,0,2.77,92.3,30.46,0,2,C. Moore,NPG09-M050,0
-158.98,25.63,243,9/9/09,25.63,-158.98,13405.52,17800.77,439.53,0,1.98,35.38,10.55,0,4,C. Moore,NPG09-M051,0
-160.31,28.01,244,11/9/09,28.01,-160.31,232634.45,69048.64,8770.88,0,31.98,163.15,231.07,0,3,C. Moore,NPG09-M052,0
-160.3,26.65,245,11/9/09,26.65,-160.3,206456.97,44479.77,8659.78,0,23.5,77.37,86.46,0,2,C. Moore,NPG09-M053,0
-160.24,31.16,246,13/09/2009,31.16,-160.24,223307.2,180074.92,21973.43,0,23.95,283.88,280.12,0,2,C. Moore,NPG09-M054,0
-160.1,31.15,247,13/09/2009,31.15,-160.1,478350.99,218841.55,65028.35,0,57.82,1006.35,1875.55,0,2,C. Moore,NPG09-M055,0
-159.98,31.15,248,13/09/2009,31.15,-159.98,155428.8,91801.12,10762.89,0,16.76,282.57,158.33,0,2,C. Moore,NPG09-M056,0
-158.69,30.81,249,17/09/2009,30.81,-158.69,46548,39730.36,705.27,0,5.48,216.92,61.69,0,2,C. Moore,NPG09-M057,0
-158.73,31.31,250,17/09/2009,31.31,-158.73,0,1993.75,1079.95,0,0,5.32,7.89,0,3,C. Moore,NPG09-M058,0
-159.01,32.01,251,18/09/2009,32.01,-159.01,234356.25,124115.07,11624.07,0,36.99,475.87,195.4,0,1,C. Moore,NPG09-M059,0
-159.92,32.5,252,18/09/2009,32.5,-159.92,62482.95,63832.89,5592.61,0,9.08,198.83,113.57,0,2,C. Moore,NPG09-M060,0
-159.96,32.55,253,18/09/2009,32.55,-159.96,25165.27,53026.82,4673.55,0,5.66,2205.2,3744.39,0,2,C. Moore,NPG09-M061,0
-159.25,33.14,254,19/09/2009,33.14,-159.25,34033.64,23998.08,1963.48,0,2.44,177.54,74.44,0,4,C. Moore,NPG09-M062,0
-159.23,33.18,255,19/09/2009,33.18,-159.23,24076.76,25020.95,4484.89,0,3,113.44,3448.41,0,4,C. Moore,NPG09-M063,0
-144.35,34.29,256,24/09/2009,34.29,-144.35,102332.95,233158.6,25683.56,0,26.61,1028.63,5169.62,0,2,C. Moore,NPG09-M065,0
-143.71,34.37,257,24/09/2009,34.37,-143.71,82359.48,389901.84,27118.37,0,16.29,4020.29,4608.68,0,3,C. Moore,NPG09-M066,0
-142.08,34.67,258,25/09/2009,34.67,-142.08,43732.77,217784.78,10109.08,0,11.1,1133.98,979.7,0,4,C. Moore,NPG09-M067,0
-141.9,34.93,259,25/09/2009,34.93,-141.9,4331.36,50688.63,4097.23,0,1.87,378.82,877.74,0,5.5,C. Moore,NPG09-M068,0
-141.43,35.01,260,26/09/2009,35.01,-141.43,25281.4,157078.34,11870.71,0,6.28,1234.62,6174.96,0,5.5,C. Moore,NPG09-M069,0
-141.02,35.38,261,26/09/2009,35.38,-141.02,12176.97,80178.94,7228.34,0,2.66,876.02,4954.14,0,5.5,C. Moore,NPG09-M070,0
-140.82,35.84,262,26/09/2009,35.84,-140.82,6341.89,145774.85,19779.61,0,0.93,1316.23,4521.02,0,5,C. Moore,NPG09-M071,0
-140.83,36.07,263,27/09/2009,36.07,-140.83,15049.64,200119.58,8541.69,0,5.02,1352.16,8788.18,0,5,C. Moore,NPG09-M072,0
-140.32,36.04,264,27/09/2009,36.04,-140.32,19181.16,326223.9,10960.66,0,12.69,1739.7,1277.21,0,5,C. Moore,NPG09-M073,0
-140.15,36.01,265,27/09/2009,36.01,-140.15,99772.24,354257.37,18899.59,0,26.65,1708,7013.94,0,5,C. Moore,NPG09-M074,0
-139.99,35.98,266,27/09/2009,35.98,-139.99,64136.84,109045.4,5302.15,0,6.84,830.07,11642.94,0,5,C. Moore,NPG09-M075,0
-139.77,35.93,267,27/09/2009,35.93,-139.77,20349.25,73295.57,8484.17,0,3.06,805.56,8079.16,0,5,C. Moore,NPG09-M076,0
-139.2,35.69,268,28/09/2009,35.69,-139.2,0,39715.13,3380.01,0,0,336.24,1635.57,0,5,C. Moore,NPG09-M077,0
-142.29,34.65,269,25/09/2009,34.65,-142.29,88881.78,286396.84,25183.17,0,20.22,1953.03,1812.97,0,2,C. Moore,NPG09-M078,0
-156.86,31.54,270,11/7/11,31.54,-156.86,6798.71,24281.09,5827.46,0,0.87,0.29,903.26,0,2,H.Carson,NPG11-1,0
-156.83,32.2,271,11/7/11,32.2,-156.83,6957.08,21280.47,5320.12,0,1.19,162.55,308.57,0,4,H.Carson,NPG11-2,0
-156.92,39.12,272,14/07/2011,39.12,-156.92,4548.72,24397.7,2894.64,0,1.98,74.6,6083.67,0,3,H.Carson,NPG11-3,0
-156.71,40.2,273,14/07/2011,40.2,-156.71,13470.24,29695.75,2755.28,0,1.07,109.38,84.92,0,3,H.Carson,NPG11-4,0
-156.24,41.04,274,15/07/2011,41.04,-156.24,16016.88,66276.76,3313.84,0,2.71,265.05,38.66,0,1,H.Carson,NPG11-5,0
-155.71,41.32,275,15/07/2011,41.32,-155.71,95605.29,102762.91,21217.22,0,11.61,170.66,150.82,0,2,H.Carson,NPG11-6,0
-155.73,41.34,276,15/07/2011,41.34,-155.73,47068.59,45234.75,0,0,4.4,58.93,0,0,2,H.Carson,NPG11-7,0
-154.25,41.28,277,16/07/2011,41.28,-154.25,83148.98,123167.2,11116.17,0,16.01,168.08,280.57,0,1,H.Carson,NPG11-8,0
-151.54,40.55,278,17/07/2011,40.55,-151.54,4703.68,9407.35,335.98,0,0.01,38.51,21516.3,0,1,H.Carson,NPG11-9,0
-150.16,40.51,279,17/07/2011,40.51,-150.16,59575.71,9637.25,876.11,0,3.07,50.64,8.76,0,2,H.Carson,NPG11-10,0
-148.05,40.4,280,18/07/2011,40.4,-148.05,62003.48,31001.74,1347.9,0,3.59,40.89,2.25,0,3,H.Carson,NPG11-11,0
-146.27,40.24,281,18/07/2011,40.24,-146.27,38712.74,5211.33,0,0,1.74,9.93,0,0,4,H.Carson,NPG11-12,0
-144.45,40.09,282,19/07/2011,40.09,-144.45,88723.44,15046.67,518.85,0,3.63,22.36,0.52,0,4,H.Carson,NPG11-13,0
-140.93,40.37,283,20/07/2011,40.37,-140.93,53751.77,9406.56,0,0,17.02,16.57,0,0,4,H.Carson,NPG11-14,0
-137.54,42.06,284,21/07/2011,42.06,-137.54,106763.07,64419.75,1447.63,0,4.7,2.53,25.33,0,4,H.Carson,NPG11-15,0
-134.58,43.7,285,22/07/2011,43.7,-134.58,27369.63,9519.87,0,0,0.42,10.11,0,0,4,H.Carson,NPG11-16,0
160.72,14.55,286,7/5/12,14.55,160.72,1632.46,4570.9,979.48,0,0.46,3.92,44.31,0,4,M. Eriksen,NPG12-SM001,0
159.9,15.22,287,8/5/12,15.22,159.9,0,2772.96,554.59,0,0,17.19,16.64,0,2,M. Eriksen,NPG12-SM002,0
159.21,15.79,288,8/5/12,15.79,159.21,0,359.73,1438.91,0,0,0,0.36,0,3,M. Eriksen,NPG12-SM003,0
158.56,16.45,289,8/5/12,16.45,158.56,0,387.59,0,0,0,3.29,0,0,4,M. Eriksen,NPG12-SM004,0
157.54,17.49,290,9/5/12,17.49,157.54,647.66,2914.45,323.83,0,0.1,13.28,5.51,0,3,M. Eriksen,NPG12-SM005,0
157.08,17.96,291,9/5/12,17.96,157.08,724.62,4710.01,362.31,0,0.22,25,163.04,0,3,M. Eriksen,NPG12-SM006,0
156.5,32.81,292,10/5/12,32.81,156.5,0,1877.65,0,0,0,21.62,0,0,3,M. Eriksen,NPG12-SM007,0
156.14,19.43,293,10/5/12,19.43,156.14,573.26,3439.56,573.26,0,0.06,17.57,31.5,0,3,M. Eriksen,NPG12-SM008,0
155.11,19.66,294,11/5/12,19.66,155.11,2829.79,3773.05,0,0,1.23,4.4,0,0,2,M. Eriksen,NPG12-SM009,0
155.18,20.51,295,11/5/12,20.51,155.18,5557.49,8027.49,617.5,0,1.02,30.81,1.23,0,3,M. Eriksen,NPG12-SM010,0
155.34,21.58,296,12/5/12,21.58,155.34,555.18,1387.96,0,0,0.14,7.77,0,0,2,M. Eriksen,NPG12-SM011,0
155.3,22.46,297,12/5/12,22.46,155.3,12957.51,14701.79,1245.91,0,1.92,30.77,17.94,0,2,M. Eriksen,NPG12-SM012,0
155.23,23.41,298,13/05/2012,23.41,155.23,6315.32,5112.4,1202.92,0,1.2,9.89,126.01,0,2,M. Eriksen,NPG12-SM013,0
155.09,24.29,299,13/05/2012,24.29,155.09,3526.16,11540.16,1923.36,0,0.71,63.05,113.54,0,2,M. Eriksen,NPG12-SM014,0
154.16,25.1,300,14/05/2012,25.1,154.16,10862.09,9296.38,391.43,0,2.03,21.16,28.41,0,3,M. Eriksen,NPG12-SM015,0
153.24,25.71,301,14/05/2012,25.71,153.24,814.51,3258.06,1221.77,0,0.29,49.69,328.66,0,3,M. Eriksen,NPG12-SM016,0
152.3,26.35,302,15/05/2012,26.35,152.3,3400.19,27201.52,1360.08,0,0.66,131.63,41.89,0,2,M. Eriksen,NPG12-SM017,0
151.36,27.08,303,15/05/2012,27.08,151.36,4323.51,14699.93,864.7,0,1.27,44.33,151.61,0,3,M. Eriksen,NPG12-SM018,0
150.26,27.85,304,16/05/2012,27.85,150.26,36781.1,275858.22,12260.37,0,7.66,1187.42,936.69,0,3,M. Eriksen,NPG12-SM019,0
149.3,28.56,305,16/05/2012,28.56,149.3,2689.82,17483.84,336.23,0,0.98,61.7,0.37,0,4,M. Eriksen,NPG12-SM020,0
148.05,29.73,306,17/05/2012,29.73,148.05,62977.87,127580.97,10157.72,0,13.16,155.17,30.07,0,3,M. Eriksen,NPG12-SM021,0
151.18,33.26,307,14/06/2012,33.26,151.18,20879.57,29285.63,2982.8,0,3.71,63.21,16.27,0,3,M. Eriksen,NPG12-SM022,0
153.17,32.09,308,15/06/2012,32.09,153.17,6919.37,24632.94,553.55,0,1.69,70.16,11.43,0,3,M. Eriksen,NPG12-SM023,0
155.32,31.27,309,16/06/2012,31.27,155.32,3546.62,9995.02,2256.94,0,0.87,32.27,291.4,0,2,M. Eriksen,NPG12-SM024,0
157.77,30.73,310,17/06/2012,30.73,157.77,2553.92,11918.3,4540.3,0,0.85,70.52,176.5,0,2,M. Eriksen,NPG12-SM025,0
160.4,30.19,311,18/06/2012,30.19,160.4,8654.04,24725.84,0,0,1.14,91.24,0,0,2,M. Eriksen,NPG12-SM026,0
163.32,30.44,312,19/06/2012,30.44,163.32,1832.98,6022.66,261.85,0,0.31,12.31,33.52,0,3,M. Eriksen,NPG12-SM027,0
166.08,30.5,313,20/06/2012,30.5,166.08,9357.02,15311.5,1417.73,0,0.96,30.91,57.28,0,2,M. Eriksen,NPG12-SM028,0
168.13,30.08,314,21/06/2012,30.08,168.13,24616.74,23406.08,807.11,0,4.68,50.44,292.17,0,3,M. Eriksen,NPG12-SM029,0
169.83,29.2,315,22/06/2012,29.2,169.83,3547.73,11234.48,591.29,0,0.44,53.87,25.72,0,2,M. Eriksen,NPG12-SM030,0
172.01,29.41,316,23/06/2012,29.41,172.01,6335.44,11966.93,1759.84,0,0.84,68.92,296.01,0,2,M. Eriksen,NPG12-SM031,0
175.32,28.48,317,24/06/2012,28.48,175.32,31770.67,42236.31,2242.64,0,6.39,99.5,595.42,0,3,M. Eriksen,NPG12-SM032,0
-176.83,30.28,318,26/06/2012,30.28,-176.83,14421.28,17457.33,759.01,0,0.87,51.35,31.88,0,3,M. Eriksen,NPG12-SM033,0
-174.3,31.13,319,27/06/2012,31.13,-174.3,13779.54,22259.26,1766.61,0,0.67,146.45,1837.98,0,3,M. Eriksen,NPG12-SM034,0
-81.24,-33.13,320,28/03/2011,-33.13,-81.24,1090.16,0,0,0,0.33,0,0,0,3,M. Eriksen,SPG11-SM001,0
-82.39,-33.11,321,28/03/2011,-33.11,-82.39,0,0,0,0,0,0,0,0,3,M. Eriksen,SPG11-SM003,0
-83.42,-33.02,322,29/03/2011,-33.02,-83.42,0,0,0,0,0,0,0,0,2,M. Eriksen,SPG11-SM005,0
-84.49,-32.91,323,29/03/2011,-32.91,-84.49,0,605.65,0,0,0,2.73,0,0,2,M. Eriksen,SPG11-SM007,0
-86.24,-32.8,324,30/03/2011,-32.8,-86.24,0,817.62,1226.43,0,0,1.23,9.4,0,2,M. Eriksen,SPG11-SM009,0
-86.38,-32.73,325,30/03/2011,-32.73,-86.38,1486.58,0,371.65,0,0.74,0,0.74,0,1.5,M. Eriksen,SPG11-SM011,0
-87.42,-32.57,326,30/03/2011,-32.57,-87.42,1168.03,0,0,0,1.17,0,0,0,1,M. Eriksen,SPG11-SM013,0
-88.11,-32.38,327,31/03/2011,-32.38,-88.11,355.49,6398.77,4976.82,0,0.11,5.69,72.16,0,1,M. Eriksen,SPG11-SM015,0
-89.43,-32.21,328,31/03/2011,-32.21,-89.43,791.25,791.25,395.62,0,0.12,1.58,1.58,0,1,M. Eriksen,SPG11-SM017,0
-90.41,-31.98,329,31/03/2011,-31.98,-90.41,1308.19,3270.48,327.05,0,0.34,7.85,0.65,0,1,M. Eriksen,SPG11-SM019,0
-91.34,-31.81,330,1/4/11,-31.81,-91.34,0,1533.04,0,0,0,1.02,0,0,2,M. Eriksen,SPG11-SM021,0
-92.34,-31.58,331,1/4/11,-31.58,-92.34,1226.43,7767.4,408.81,0,0.41,19.21,11.04,0,3,M. Eriksen,SPG11-SM023,0
-93.35,-31.39,332,2/4/11,-31.39,-93.35,371.65,7804.56,1114.94,0,1.49,17.1,6.69,0,3,M. Eriksen,SPG11-SM025,0
-94.32,-31.17,333,2/4/11,-31.17,-94.32,766.52,1533.04,255.51,0,0.31,8.69,4.6,0,3,M. Eriksen,SPG11-SM027,0
-95.35,-30.95,334,2/4/11,-30.95,-95.35,1645.11,3290.22,658.04,0,0.33,5.59,4.28,0,3,M. Eriksen,SPG11-SM029,0
-96.2,-30.57,335,3/4/11,-30.57,-96.2,1179.83,5191.24,1179.83,0,0.03,31.9,14.63,0,3,M. Eriksen,SPG11-SM031,0
-97.09,-30.24,336,3/4/11,-30.24,-97.09,8328.02,22902.06,1561.5,0,2.6,53.59,13.79,0,4,M. Eriksen,SPG11-SM033,0
-97.93,-29.9,337,3/4/11,-29.9,-97.93,11841.41,41444.92,2255.51,0,3.55,82.61,11.56,0,3,M. Eriksen,SPG11-SM035,0
-98.81,-29.56,338,6/4/11,-29.56,-98.81,2555.07,18907.48,511.01,0,2.04,94.82,8.18,0,3,M. Eriksen,SPG11-SM037,0
-99.8,-29.34,339,4/4/11,-29.34,-99.8,24528.63,33007.66,18169.35,0,4.6,42.88,33.92,0,3,M. Eriksen,SPG11-SM039,0
-100.74,-29.19,340,5/4/11,-29.19,-100.74,7665.2,56211.43,3577.09,0,2.2,263.48,42.36,0,2,M. Eriksen,SPG11-SM041,0
-101.73,-29.05,341,5/4/11,-29.05,-101.73,244566.94,109695.46,42079.9,0,20.86,413.61,296.36,0,2,M. Eriksen,SPG11-SM043,0
-102.58,-28.89,342,6/4/11,-28.89,-102.58,50828.03,53451.42,8198.07,0,8.69,136.09,74.77,0,1,M. Eriksen,SPG11-SM045,0
-103.55,-28.73,343,6/4/11,-28.73,-103.55,8176.21,24098.3,2151.63,0,1.2,73.07,10.16,0,2.5,M. Eriksen,SPG11-SM047,0
-104.4,-28.58,344,6/4/11,-28.58,-104.4,23413.69,55375.23,4831.4,0,3.53,139.89,26.76,0,3,M. Eriksen,SPG11-SM049,0
-105.33,-28.33,345,7/4/11,-28.33,-105.33,8176.21,32402.01,3028.23,0,1.36,147.47,36.04,0,3,M. Eriksen,SPG11-SM051,0
-106.31,-28.19,346,7/4/11,-28.19,-106.31,2146.25,11957.7,1839.65,0,0.61,67.76,20.54,0,5,M. Eriksen,SPG11-SM053,0
-107.25,-27.88,347,8/4/11,-27.88,-107.25,1460.04,3504.09,292.01,0,0.32,33.29,4.96,0,4,M. Eriksen,SPG11-SM055,0
-108.05,-27.55,348,8/4/11,-27.55,-108.05,17546.56,73110.66,3289.98,0,2.08,323.66,49.28,0,3,M. Eriksen,SPG11-SM058,0
-108.94,-27.28,349,9/4/11,-27.28,-108.94,0,43497.43,1635.24,0,0,186.12,19.95,0,2,M. Eriksen,SPG11-SM060,0
-110.98,-27.02,350,15/04/2011,-27.02,-110.98,634.91,13333.07,634.91,0,0.21,132.38,22.01,0,3,M. Eriksen,SPG11-SM061,0
-111.91,-26.87,351,15/04/2011,-26.87,-111.91,845.81,9585.9,1691.63,0,0.39,57.52,52.72,0,3,M. Eriksen,SPG11-SM062,0
-112.87,-26.7,352,16/04/2011,-26.7,-112.87,598.26,2193.62,0,0,0.18,18.15,0,0,3,M. Eriksen,SPG11-SM064,0
-113.86,-26.6,353,16/04/2011,-26.6,-113.86,0,1582.49,263.75,0,0,2.32,2.37,0,3,M. Eriksen,SPG11-SM066,0
-114.83,-26.54,354,16/04/2011,-26.54,-114.83,0,662.94,441.96,0,0,1.77,0.66,0,4,M. Eriksen,SPG11-SM068,0
-115.74,-26.33,355,17/04/2011,-26.33,-115.74,0,0,527.5,0,0,0,8.44,0,3,M. Eriksen,SPG11-SM070,0
-116.68,-26.24,356,17/04/2011,-26.24,-116.68,1409.69,4511.01,281.94,0,0.28,15.79,4.51,0,4,M. Eriksen,SPG11-SM072,0
-117.58,-26.16,357,18/04/2011,-26.16,-117.58,0,3633.87,302.82,0,0,26.65,0.61,0,2,M. Eriksen,SPG11-SM074,0
-118.51,-26.07,358,18/04/2011,-26.07,-118.51,0,598.99,0,0,0,2.99,0,0,2,M. Eriksen,SPG11-SM076,0
-119.43,-26.04,359,18/04/2011,-26.04,-119.43,3971.3,7475.39,700.82,0,0.3,2.8,1.64,0,1,M. Eriksen,SPG11-SM078,0
-120.43,-25.95,360,19/04/2011,-25.95,-120.43,2271.17,4315.22,908.47,0,1.14,14.54,2.73,0,1,M. Eriksen,SPG11-SM079,0
-121.34,-25.86,361,19/04/2011,-25.86,-121.34,1907.78,2180.32,0,0,0.19,0.82,0,0,4,M. Eriksen,SPG11-SM080,0
-122.2,-25.55,362,19/04/2011,-25.55,-122.2,0,1886.82,943.41,0,0,0.75,0.63,0,1,M. Eriksen,SPG11-SM082,0
