longitude,latitude,OBJECTID,DATE,x,year,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4,,
-176.48,34.45,226,12,7,10,34.45,-176.48,44996.4,78743.7,937.43,0,10.22,89.06,15,0,0,C. Moore,NPG09-M033,0
-176.49,34.43,227,12,7,9,34.43,-176.49,81019.16,62559.1,12306.71,0,15.79,9278.23,627.64,0,1,C. Moore,NPG09-M034,0
-179.99,34.01,228,14,7,2009,34.01,-179.99,11051.75,25261.14,0,0,3.16,31.58,0,0,1,C. Moore,NPG09-M035,0
-179.99,34.05,229,14,7,2009,34.05,-179.99,74111.72,280565.79,0,0,20.12,365.26,0,0,1,C. Moore,NPG09-M037,0
-179.99,34.15,230,14,7,2009,34.15,-179.99,17998.56,21598.27,0,0,3.28,21.6,0,0,1,C. Moore,NPG09-M038,0
-179.99,34.16,231,14,7,2009,34.16,-179.99,5454.11,116354.33,7726.65,0,0.86,550.41,449.46,0,1,C. Moore,NPG09-M039,0
-179.86,34.51,232,15,7,2009,34.51,-179.86,1818.04,10302.21,606.01,0,0.11,30.54,9.39,0,1.5,C. Moore,NPG09-M040,0
-179.93,35.1,233,15,7,2009,35.1,-179.93,24283.77,48567.54,4285.37,0,3.09,29.38,38.47,0,1.5,C. Moore,NPG09-M041,0
-179.89,35.38,234,15,7,2009,35.38,-179.89,21628.36,30467.78,2068.8,0,4.7,46.08,51.53,0,2,C. Moore,NPG09-M042,0
-179.87,35.41,235,15,7,2009,35.41,-179.87,15103.69,15103.69,3775.92,0,2.27,37.51,8.68,0,1,C. Moore,NPG09-M043,0
-179.59,36.1,236,16,7,2009,36.1,-179.59,60256.05,99122.5,9651.4,0,7.83,97.3,107.99,0,1,C. Moore,NPG09-M044,0
-179.35,36.48,237,16,7,2009,36.48,-179.35,29997.6,25712.23,4285.37,0,4.3,27.43,57.85,0,2,C. Moore,NPG09-M045,0
-179.38,37.85,238,17,7,2009,37.85,-179.38,505.81,6912.8,1180.23,0,0.17,34.21,12.31,0,1,C. Moore,NPG09-M046,0
-179.75,39.3,239,18,7,2009,39.3,-179.75,11477.34,2086.79,2086.79,0,3.23,4.59,107.99,0,1,C. Moore,NPG09-M047,0
-179.74,39.31,240,18,7,2009,39.31,-179.74,85587.56,181873.56,10698.44,0,16.99,246.63,60.41,0,1,C. Moore,NPG09-M048,0
-178.91,40.31,241,19,7,2009,40.31,-178.91,16455.83,53481.44,4113.96,0,5.97,80.22,26.74,0,2,C. Moore,NPG09-M049,0
-178.71,40.49,242,19,7,2009,40.49,-178.71,13845.05,31382.1,2769.01,0,2.77,92.3,30.46,0,2,C. Moore,NPG09-M050,0
-158.98,25.63,243,9,9,9,25.63,-158.98,13405.52,17800.77,439.53,0,1.98,35.38,10.55,0,4,C. Moore,NPG09-M051,0
-160.31,28.01,244,11,9,9,28.01,-160.31,232634.45,69048.64,8770.88,0,31.98,163.15,231.07,0,3,C. Moore,NPG09-M052,0
-160.3,26.65,245,11,9,9,26.65,-160.3,206456.97,44479.77,8659.78,0,23.5,77.37,86.46,0,2,C. Moore,NPG09-M053,0
-160.24,31.16,246,13,9,2009,31.16,-160.24,223307.2,180074.92,21973.43,0,23.95,283.88,280.12,0,2,C. Moore,NPG09-M054,0
-160.1,31.15,247,13,9,2009,31.15,-160.1,478350.99,218841.55,65028.35,0,57.82,1006.35,1875.55,0,2,C. Moore,NPG09-M055,0
-159.98,31.15,248,13,9,2009,31.15,-159.98,155428.8,91801.12,10762.89,0,16.76,282.57,158.33,0,2,C. Moore,NPG09-M056,0
-158.69,30.81,249,17,9,2009,30.81,-158.69,46548,39730.36,705.27,0,5.48,216.92,61.69,0,2,C. Moore,NPG09-M057,0
-158.73,31.31,250,17,9,2009,31.31,-158.73,0,1993.75,1079.95,0,0,5.32,7.89,0,3,C. Moore,NPG09-M058,0
-159.01,32.01,251,18,9,2009,32.01,-159.01,234356.25,124115.07,11624.07,0,36.99,475.87,195.4,0,1,C. Moore,NPG09-M059,0
-159.92,32.5,252,18,9,2009,32.5,-159.92,62482.95,63832.89,5592.61,0,9.08,198.83,113.57,0,2,C. Moore,NPG09-M060,0
-159.96,32.55,253,18,9,2009,32.55,-159.96,25165.27,53026.82,4673.55,0,5.66,2205.2,3744.39,0,2,C. Moore,NPG09-M061,0
-159.25,33.14,254,19,9,2009,33.14,-159.25,34033.64,23998.08,1963.48,0,2.44,177.54,74.44,0,4,C. Moore,NPG09-M062,0
-159.23,33.18,255,19,9,2009,33.18,-159.23,24076.76,25020.95,4484.89,0,3,113.44,3448.41,0,4,C. Moore,NPG09-M063,0
-144.35,34.29,256,24,9,2009,34.29,-144.35,102332.95,233158.6,25683.56,0,26.61,1028.63,5169.62,0,2,C. Moore,NPG09-M065,0
-143.71,34.37,257,24,9,2009,34.37,-143.71,82359.48,389901.84,27118.37,0,16.29,4020.29,4608.68,0,3,C. Moore,NPG09-M066,0
-142.08,34.67,258,25,9,2009,34.67,-142.08,43732.77,217784.78,10109.08,0,11.1,1133.98,979.7,0,4,C. Moore,NPG09-M067,0
-141.9,34.93,259,25,9,2009,34.93,-141.9,4331.36,50688.63,4097.23,0,1.87,378.82,877.74,0,5.5,C. Moore,NPG09-M068,0
-141.43,35.01,260,26,9,2009,35.01,-141.43,25281.4,157078.34,11870.71,0,6.28,1234.62,6174.96,0,5.5,C. Moore,NPG09-M069,0
-141.02,35.38,261,26,9,2009,35.38,-141.02,12176.97,80178.94,7228.34,0,2.66,876.02,4954.14,0,5.5,C. Moore,NPG09-M070,0
-140.82,35.84,262,26,9,2009,35.84,-140.82,6341.89,145774.85,19779.61,0,0.93,1316.23,4521.02,0,5,C. Moore,NPG09-M071,0
-140.83,36.07,263,27,9,2009,36.07,-140.83,15049.64,200119.58,8541.69,0,5.02,1352.16,8788.18,0,5,C. Moore,NPG09-M072,0
-140.32,36.04,264,27,9,2009,36.04,-140.32,19181.16,326223.9,10960.66,0,12.69,1739.7,1277.21,0,5,C. Moore,NPG09-M073,0
-140.15,36.01,265,27,9,2009,36.01,-140.15,99772.24,354257.37,18899.59,0,26.65,1708,7013.94,0,5,C. Moore,NPG09-M074,0
-139.99,35.98,266,27,9,2009,35.98,-139.99,64136.84,109045.4,5302.15,0,6.84,830.07,11642.94,0,5,C. Moore,NPG09-M075,0
-139.77,35.93,267,27,9,2009,35.93,-139.77,20349.25,73295.57,8484.17,0,3.06,805.56,8079.16,0,5,C. Moore,NPG09-M076,0
-139.2,35.69,268,28,9,2009,35.69,-139.2,0,39715.13,3380.01,0,0,336.24,1635.57,0,5,C. Moore,NPG09-M077,0
-142.29,34.65,269,25,9,2009,34.65,-142.29,88881.78,286396.84,25183.17,0,20.22,1953.03,1812.97,0,2,C. Moore,NPG09-M078,0
106.87,-26.55,368,19,3,2010,-26.55,106.87,2803.27,2102.45,140.16,0,0.42,6.17,2.8,0,2.5,M. Eriksen,IOG10-SM002,0
99.51,-24.39,369,22,3,2010,-24.39,99.51,1780.66,4451.66,1335.5,0,0.71,11.06,3.56,0,2,M. Eriksen,IOG10-SM003,0
98.11,-24.49,370,23,3,2010,-24.49,98.11,4897.21,3832.6,0,0,0.64,6.6,0,0,2,M. Eriksen,IOG10-SM004,0
96.44,-24.49,371,22,3,2010,-24.49,96.44,14358.22,88542.35,4786.07,0,2.15,220.16,162.73,0,2,M. Eriksen,IOG10-SM005,0
94.82,-24.02,372,23,3,2010,-24.02,94.82,4995.14,9250.27,2590.07,0,0.91,21.15,24.79,0,2,M. Eriksen,IOG10-SM006,0
75.3,-21.41,373,26,3,2010,-21.41,75.3,15797.43,4070.08,850.81,0,1.22,5.93,27.57,0,2,M. Eriksen,IOG10-SM007,0
72.15,-21.27,374,31,3,2010,-21.27,72.15,1282.41,3373.72,453.78,0,0.22,13,69.72,0,2,M. Eriksen,IOG10-SM010,0
68.44,-21.05,375,1,4,10,-21.05,68.44,11186.87,15071.55,4523.92,0,0,1.35,579.2,0,2,M. Eriksen,IOG10-SM011,0
64.94,-20.68,376,2,4,10,-20.68,64.94,52575,99547.74,9480.74,0,12.28,967.9,6655.26,0,2.5,M. Eriksen,IOG10-SM012,0
61.67,-20.25,377,3,4,10,-20.25,61.67,1039.18,4429.31,1294.72,0,0.21,21.66,88.28,0,2.5,M. Eriksen,IOG10-SM013,0
7.7,43.68,378,10,7,10,43.68,7.7,13316.44,7576.13,3882.21,0,0,0,0,0,1,F.Galgani,MED10-1,0
8.03,43.77,379,10,7,10,43.77,8.03,20187.79,11485.45,5885.45,0,0,0,0,0,1,F.Galgani,MED10-2,0
8.99,44.17,380,11,7,10,44.17,8.99,92122.13,52411.07,26856.82,0,0,0,0,0,1,F.Galgani,MED10-3,0
9.2,44.29,381,11,7,10,44.29,9.2,409477.27,232964,119376.91,0,0,0,0,0,1,F.Galgani,MED10-4,0
9.34,43.88,382,12,7,10,43.88,9.34,113883.27,64791.63,33200.94,0,0,0,0,0,1,F.Galgani,MED10-5,0
9,43.2,383,13,7,2010,43.2,9,15454.07,8792.29,4505.4,0,0,0,0,0,1,F.Galgani,MED10-6,0
10.23,42.89,384,15,7,2010,42.89,10.23,70234.88,39958.75,20475.92,0,0,0,0,0,2,F.Galgani,MED10-7,0
10.28,42.84,385,15,7,2010,42.84,10.28,479454.64,272776.24,139777.75,0,0,0,0,0,3,F.Galgani,MED10-9,0
9.32,42.98,386,16,7,2010,42.98,9.32,34209.26,19462.68,9973.19,0,0,0,0,0,2,F.Galgani,MED10-10,0
9.03,42.73,387,17,7,2010,42.73,9.03,46825.15,26640.25,13651.17,0,0,0,0,0,1,F.Galgani,MED10-11,0
8.26,42.87,388,21,7,2010,42.87,8.26,84165.77,47884.45,24537.26,0,0,0,0,0,1,F.Galgani,MED10-12,0
8.32,42.86,389,21,7,2010,42.86,8.32,20315.87,11558.32,5922.79,0,0,0,0,0,1,F.Galgani,MED10-13,0
8.42,42.8,390,21,7,2010,42.8,8.42,102593.36,58368.46,29909.54,0,0,0,0,0,1,F.Galgani,MED10-14,0
8.47,42.76,391,21,7,2010,42.76,8.47,16036.52,9123.66,4675.21,0,0,0,0,0,1,F.Galgani,MED10-15,0
8.51,42.73,392,21,7,2010,42.73,8.51,15672.25,8916.41,4569.01,0,0,0,0,0,1,F.Galgani,MED10-16,0
8.57,42.69,393,21,7,2010,42.69,8.57,15091.79,8586.18,4399.78,0,0,0,0,0,1,F.Galgani,MED10-17,0
8.61,42.65,394,21,7,2010,42.65,8.61,51079.91,29060.91,14891.58,0,0,0,0,0,1,F.Galgani,MED10-18,0
8.66,42.62,395,21,7,2010,42.62,8.66,102740.28,58452.05,29952.38,0,0,0,0,0,1,F.Galgani,MED10-19,0
8.72,42.6,396,21,7,2010,42.6,8.72,193871.49,110299.35,56520.3,0,0,0,0,0,1,F.Galgani,MED10-20,0
8.36,42.82,397,22,7,2010,42.82,8.36,16340,9296.32,4763.68,0,0,0,0,0,1,F.Galgani,MED10-21,0
8.07,43.25,398,26,7,2010,43.25,8.07,28442.22,16181.64,8291.9,0,0,0,0,0,2,F.Galgani,MED10-22,0
8.63,43.55,399,27,7,2010,43.55,8.63,57998.75,32997.24,16908.66,0,0,0,0,0,3,F.Galgani,MED10-23,0
8.36,43.45,400,27,7,2010,43.45,8.36,29318.18,16680,8547.27,0,0,0,0,0,4,F.Galgani,MED10-24,0
6.38,43.08,401,29,7,2010,43.08,6.38,24346.69,13851.57,7097.91,0,0,0,0,0,3,F.Galgani,MED10-25,0
6.37,43,402,29,7,2010,43,6.37,247853.67,141011.45,72257.99,0,0,0,0,0,3,F.Galgani,MED10-26,0
5.88,43.06,403,30,7,2010,43.06,5.88,0,0,0,0,0,0,0,0,6,F.Galgani,MED10-27,0
5.19,43.32,404,31,7,2010,43.32,5.19,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-28,0
5.2,43.32,405,31,7,2010,43.32,5.2,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-29,0
5.17,43.32,406,31,7,2010,43.32,5.17,6965.44,3962.85,2030.67,0,0,0,0,0,5,F.Galgani,MED10-30,0
5.25,43.3,407,1,8,10,43.3,5.25,0,0,0,0,0,0,0,0,4,F.Galgani,MED10-31,0
4.94,43.26,408,1,8,10,43.26,4.94,6450,3669.6,1880.4,0,0,0,0,0,4,F.Galgani,MED10-32,0
4.4,43.01,409,1,8,10,43.01,4.4,5077.6,2888.8,1480.3,0,0,0,0,0,5,F.Galgani,MED10-33,0
3.93,42.81,410,1,8,10,42.81,3.93,6046.12,3439.82,1762.65,0,0,0,0,0,5,F.Galgani,MED10-34,0
3.13,42.53,411,2,8,10,42.53,3.13,6139.67,3493.04,1789.93,0,0,0,0,0,5,F.Galgani,MED10-35,0
3.3,42.46,412,2,8,10,42.46,3.3,10883.01,6191.68,3172.78,0,0,0,0,0,5,F.Galgani,MED10-36,0
3.48,42.33,413,2,8,10,42.33,3.48,22326.06,12701.97,6508.83,0,0,0,0,0,5,F.Galgani,MED10-37,0
3.65,42.25,414,2,8,10,42.25,3.65,68493.52,38968.03,19968.25,0,0,0,0,0,5,F.Galgani,MED10-38,0
8.52,42.24,415,7,8,10,42.24,8.52,6506.05,3701.49,1896.74,0,0,0,0,0,4,F.Galgani,MED10-39,0
8.58,42.32,416,7,8,10,42.32,8.58,20425,11620.4,5954.6,0,0,0,0,0,4,F.Galgani,MED10-40,0
7.39,43.57,417,7,8,10,43.57,7.39,27412.5,15595.8,7991.7,0,0,0,0,0,4,F.Galgani,MED10-41,0
-146.9,30.83,491,21,5,2009,30.83,-146.9,0,0,0,34.96,0,0,0,40130.15,0,H. Carson,ENPG 2009,34.96
-144.92,33.54,492,22,5,2009,33.54,-144.92,0,0,0,17.48,0,0,0,20252.1,0,H. Carson,ENPG 2009,17.48
-142.93,36.25,493,23,5,2009,36.25,-142.93,0,0,0,43.49,0,0,0,50315.89,0,H. Carson,ENPG 2009,43.49
-137.17,36.45,494,25,5,2009,36.45,-137.17,0,0,0,43.7,0,0,0,19616.64,0,H. Carson,ENPG 2009,43.7
-158.03,25.67,495,19,7,2009,25.67,-158.03,0,0,0,2.1,0,0,0,4284.53,0,H. Carson,ENPG 2009,2.1
-157.35,28.37,496,20,7,2009,28.37,-157.35,0,0,0,5.22,0,0,0,3867.61,0,H. Carson,ENPG 2009,5.22
-155.17,33.65,497,22,7,2009,33.65,-155.17,0,0,0,10.16,0,0,0,4198.36,0,H. Carson,ENPG 2009,10.16
-151.12,34.93,498,23,7,2009,34.93,-151.12,0,0,0,17.62,0,0,0,16169.93,0,H. Carson,ENPG 2009,17.62
-147.03,36.12,499,24,7,2009,36.12,-147.03,0,0,0,26.26,0,0,0,34712.57,0,H. Carson,ENPG 2009,26.26
-142.1,37.48,500,25,7,2009,37.48,-142.1,0,0,0,5.33,0,0,0,6109.85,0,H. Carson,ENPG 2009,5.33
-138,37.85,501,26,7,2009,37.85,-138,0,0,0,0.61,0,0,0,277.21,0,H. Carson,ENPG 2009,0.61
-154.2,27.57,502,23,7,2009,27.57,-154.2,0,0,0,1.64,0,0,0,98.82,0,H. Carson,ENPG 2009,1.64
-150.62,29.73,503,25,7,2009,29.73,-150.62,0,0,0,10.45,0,0,0,4750.31,0,H. Carson,ENPG 2009,10.45
-148.8,31.07,504,26,7,2009,31.07,-148.8,0,0,0,9.23,0,0,0,8854.48,0,H. Carson,ENPG 2009,9.23
-147.42,32.57,505,27,7,2009,32.57,-147.42,0,0,0,4.51,0,0,0,3879.38,0,H. Carson,ENPG 2009,4.51
-145.82,34.43,506,28,7,2009,34.43,-145.82,0,0,0,5.31,0,0,0,3546.05,0,H. Carson,ENPG 2009,5.31
-144.9,36.5,507,29,7,2009,36.5,-144.9,0,0,0,9.21,0,0,0,7447.62,0,H. Carson,ENPG 2009,9.21
-143.48,37.97,508,30,7,2009,37.97,-143.48,0,0,0,8.32,0,0,0,4459.81,0,H. Carson,ENPG 2009,8.32
-157.38,27.57,509,30,7,2009,27.57,-157.38,0,0,0,1.2,0,0,0,89.44,0,H. Carson,ENPG 2009,1.2
-157.35,30.95,510,21,7,2009,30.95,-157.35,0,0,0,1.57,0,0,0,694.34,0,H. Carson,ENPG 2009,1.57
-156.93,33.4,511,22,7,2009,33.4,-156.93,0,0,0,5.75,0,0,0,4463.17,0,H. Carson,ENPG 2009,5.75
-153.25,34.5,512,23,7,2009,34.5,-153.25,0,0,0,5.41,0,0,0,2189.57,0,H. Carson,ENPG 2009,5.41
-149.88,35.42,513,24,7,2009,35.42,-149.88,0,0,0,5.47,0,0,0,4397.28,0,H. Carson,ENPG 2009,5.47
-146.33,36,514,25,7,2009,36,-146.33,0,0,0,5.17,0,0,0,2131.34,0,H. Carson,ENPG 2009,5.17
-142.08,36.5,515,26,7,2009,36.5,-142.08,0,0,0,8.36,0,0,0,1794.93,0,H. Carson,ENPG 2009,8.36
-138.92,37.17,516,27,7,2009,37.17,-138.92,0,0,0,0.73,0,0,0,1009.66,0,H. Carson,ENPG 2009,0.73
-138.9,37.15,517,28,7,2009,37.15,-138.9,0,0,0,0.49,0,0,0,24.56,0,H. Carson,ENPG 2009,0.49
-148.54,36.27,518,9,8,9,36.27,-148.54,0,0,0,98.92,0,0,0,34438.77,0,H. Carson,ENPG 2009,98.92
-139.9,35.62,519,12,8,9,35.62,-139.9,0,0,0,6.92,0,0,0,4551.01,0,H. Carson,ENPG 2009,6.92
-136.77,35.4,520,13,8,2009,35.4,-136.77,0,0,0,1.53,0,0,0,2255.39,0,H. Carson,ENPG 2009,1.53
-159.52,22.42,521,19,8,2009,22.42,-159.52,0,0,0,0.44,0,0,0,26.42,0,H. Carson,ENPG 2009,0.44
-159.47,24.67,522,20,8,2009,24.67,-159.47,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2009,0
-158.3,27.49,523,21,8,2009,27.49,-158.3,0,0,0,4.11,0,0,0,315.54,0,H. Carson,ENPG 2009,4.11
-157.6,32.35,524,23,8,2009,32.35,-157.6,0,0,0,9.24,0,0,0,4870.07,0,H. Carson,ENPG 2009,9.24
-155.83,33.95,525,24,8,2009,33.95,-155.83,0,0,0,20.71,0,0,0,8941.12,0,H. Carson,ENPG 2009,20.71
-152.53,35.87,526,25,8,2009,35.87,-152.53,0,0,0,12.58,0,0,0,9651,0,H. Carson,ENPG 2009,12.58
-148.65,37.07,527,27,8,2009,37.07,-148.65,0,0,0,13.01,0,0,0,5246.81,0,H. Carson,ENPG 2009,13.01
-142.15,36.13,528,28,8,2009,36.13,-142.15,0,0,0,587.33,0,0,0,108840.82,0,H. Carson,ENPG 2009,587.33
-139.44,35.55,529,29,8,2009,35.55,-139.44,0,0,0,8.22,0,0,0,4800.05,0,H. Carson,ENPG 2009,8.22
-136.82,34.81,530,30,8,2009,34.81,-136.82,0,0,0,2.75,0,0,0,549.35,0,H. Carson,ENPG 2009,2.75
-133.74,34.59,531,31,8,2009,34.59,-133.74,0,0,0,0.89,0,0,0,832.35,0,H. Carson,ENPG 2009,0.89
-131.54,34.74,532,1,9,9,34.74,-131.54,0,0,0,0.5,0,0,0,25.08,0,H. Carson,ENPG 2009,0.5
-129.16,34.67,533,2,9,9,34.67,-129.16,0,0,0,0.52,0,0,0,1058.45,0,H. Carson,ENPG 2009,0.52
-158.02,31.64,534,2,8,10,31.64,-158.02,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-158.15,33.12,535,3,8,10,33.12,-158.15,0,0,0,1.37,0,0,0,68.6,0,H. Carson,ENPG 2010,1.37
-158.05,33.68,536,3,8,10,33.68,-158.05,0,0,0,6.97,0,0,0,1216.62,0,H. Carson,ENPG 2010,6.97
-157.98,34.05,537,3,8,10,34.05,-157.98,0,0,0,1.26,0,0,0,2581.77,0,H. Carson,ENPG 2010,1.26
-157.58,35.57,538,4,8,10,35.57,-157.58,0,0,0,8.23,0,0,0,1333.22,0,H. Carson,ENPG 2010,8.23
-157.4,35.42,539,1,8,10,35.42,-157.4,0,0,0,4.77,0,0,0,381.87,0,H. Carson,ENPG 2010,4.77
-155.89,34.43,540,5,8,10,34.43,-155.89,0,0,0,3.13,0,0,0,651.23,0,H. Carson,ENPG 2010,3.13
-155.53,33.89,541,5,8,10,33.89,-155.53,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-154.5,33.27,542,6,8,10,33.27,-154.5,0,0,0,11.72,0,0,0,5747.89,0,H. Carson,ENPG 2010,11.72
-154.25,33.37,543,6,8,10,33.37,-154.25,0,0,0,32.46,0,0,0,13037.53,0,H. Carson,ENPG 2010,32.46
-152.8,32.36,544,7,8,10,32.36,-152.8,0,0,0,15.57,0,0,0,17516.89,0,H. Carson,ENPG 2010,15.57
-151.37,32.32,545,8,8,10,32.32,-151.37,0,0,0,1,0,0,0,80.03,0,H. Carson,ENPG 2010,1
-148.68,33.88,546,9,8,10,33.88,-148.68,0,0,0,2.19,0,0,0,151.35,0,H. Carson,ENPG 2010,2.19
-147.23,34.9,547,10,8,10,34.9,-147.23,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-146.02,35.73,548,11,8,10,35.73,-146.02,0,0,0,6.02,0,0,0,6123.69,0,H. Carson,ENPG 2010,6.02
-141.49,35.59,549,13,8,2010,35.59,-141.49,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-153.17,35.12,550,1,8,10,35.12,-153.17,0,0,0,6.96,0,0,0,10339.38,0,H. Carson,ENPG 2010,6.96
-151.9,37.27,551,4,8,10,37.27,-151.9,0,0,0,10.93,0,0,0,246.07,0,H. Carson,ENPG 2010,10.93
-150.82,36.98,552,5,8,10,36.98,-150.82,0,0,0,13.02,0,0,0,900.48,0,H. Carson,ENPG 2010,13.02
-149.3,36.9,553,6,8,10,36.9,-149.3,0,0,0,33.46,0,0,0,6837.65,0,H. Carson,ENPG 2010,33.46
-146.08,37.17,554,8,8,10,37.17,-146.08,0,0,0,17.1,0,0,0,4295.55,0,H. Carson,ENPG 2010,17.1
-162.16,34.23,555,4,8,10,34.23,-162.16,0,0,0,19.33,0,0,0,1546.89,0,H. Carson,ENPG 2010,19.33
-162.36,40.19,556,8,8,10,40.19,-162.36,0,0,0,48.93,0,0,0,6321.8,0,H. Carson,ENPG 2010,48.93
-161.36,41.88,557,7,8,10,41.88,-161.36,0,0,0,12.96,0,0,0,4365.36,0,H. Carson,ENPG 2010,12.96
-158.78,44.14,558,10,8,10,44.14,-158.78,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.28,27.23,559,27,7,2010,27.23,-156.28,0,0,0,18.61,0,0,0,27660.01,0,H. Carson,ENPG 2010,18.61
-155.37,29.05,560,28,7,2010,29.05,-155.37,0,0,0,178.01,0,0,0,51093.23,0,H. Carson,ENPG 2010,178.01
-153.15,30.8,561,29,7,2010,30.8,-153.15,0,0,0,44.53,0,0,0,24194.55,0,H. Carson,ENPG 2010,44.53
-151.02,32.7,562,30,7,2010,32.7,-151.02,0,0,0,117.76,0,0,0,27406.77,0,H. Carson,ENPG 2010,117.76
-144.63,37.77,563,2,8,10,37.77,-144.63,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-142.48,38.22,564,3,8,10,38.22,-142.48,0,0,0,11.3,0,0,0,5387.87,0,H. Carson,ENPG 2010,11.3
-154.73,33.37,565,7,8,10,33.37,-154.73,0,0,0,8.13,0,0,0,416.76,0,H. Carson,ENPG 2010,8.13
-154.88,33.52,566,7,8,10,33.52,-154.88,0,0,0,13.95,0,0,0,10103.05,0,H. Carson,ENPG 2010,13.95
-153.27,35.22,567,8,8,10,35.22,-153.27,0,0,0,75.94,0,0,0,14958.41,0,H. Carson,ENPG 2010,75.94
-153.27,35.22,568,8,8,10,35.22,-153.27,0,0,0,32.54,0,0,0,13387.19,0,H. Carson,ENPG 2010,32.54
-151.78,36.1,569,9,8,10,36.1,-151.78,0,0,0,131.72,0,0,0,104042.16,0,H. Carson,ENPG 2010,131.72
-155.93,32.33,570,9,8,10,32.33,-155.93,0,0,0,5.04,0,0,0,113.34,0,H. Carson,ENPG 2010,5.04
-157.43,31.6,571,6,8,10,31.6,-157.43,0,0,0,31.09,0,0,0,2176.74,0,H. Carson,ENPG 2010,31.09
-151.5,36.22,572,9,8,10,36.22,-151.5,0,0,0,44.52,0,0,0,14718.12,0,H. Carson,ENPG 2010,44.52
-148.6,37.18,573,10,8,10,37.18,-148.6,0,0,0,30.8,0,0,0,12096.02,0,H. Carson,ENPG 2010,30.8
-157.98,23.25,574,29,7,2010,23.25,-157.98,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-157.08,27.12,575,31,7,2010,27.12,-157.08,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.08,29.65,576,8,1,10,29.65,-156.08,0,0,0,5.88,0,0,0,406.65,0,H. Carson,ENPG 2010,5.88
-156.08,29.65,577,1,8,10,29.65,-156.08,0,0,0,17.64,0,0,0,14456.08,0,H. Carson,ENPG 2010,17.64
-155.08,33.9,578,3,8,10,33.9,-155.08,0,0,0,4.58,0,0,0,316.72,0,H. Carson,ENPG 2010,4.58
-155.08,33.9,579,3,8,10,33.9,-155.08,0,0,0,9.16,0,0,0,457.91,0,H. Carson,ENPG 2010,9.16
-154.52,35.45,580,4,8,10,35.45,-154.52,0,0,0,6.24,0,0,0,12743.88,0,H. Carson,ENPG 2010,6.24
-150.95,37.73,581,6,8,10,37.73,-150.95,0,0,0,4.05,0,0,0,202.53,0,H. Carson,ENPG 2010,4.05
-145.03,41.43,582,9,8,10,41.43,-145.03,0,0,0,5.81,0,0,0,290.29,0,H. Carson,ENPG 2010,5.81
-143.22,41.98,583,10,8,10,41.98,-143.22,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.93,26.38,584,27,7,2010,26.38,-156.93,0,0,0,29.34,0,0,0,1907.73,0,H. Carson,ENPG 2010,29.34
-155.52,27.88,585,28,7,2010,27.88,-155.52,0,0,0,28.94,0,0,0,2079.92,0,H. Carson,ENPG 2010,28.94
-153.57,29.55,586,29,7,2010,29.55,-153.57,0,0,0,13.48,0,0,0,9758.53,0,H. Carson,ENPG 2010,13.48
-151.33,31.12,587,30,7,2010,31.12,-151.33,0,0,0,12.23,0,0,0,672.45,0,H. Carson,ENPG 2010,12.23
-149.73,32.7,588,31,7,2010,32.7,-149.73,0,0,0,2.83,0,0,0,141.44,0,H. Carson,ENPG 2010,2.83
-146.93,36.25,589,2,8,10,36.25,-146.93,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-146.02,37.63,590,3,8,10,37.63,-146.02,0,0,0,0.7,0,0,0,34.92,0,H. Carson,ENPG 2010,0.7
-143.33,37.87,591,4,8,10,37.87,-143.33,0,0,0,1.86,0,0,0,627.97,0,H. Carson,ENPG 2010,1.86
-141.02,38.08,592,5,8,10,38.08,-141.02,0,0,0,1.44,0,0,0,143.67,0,H. Carson,ENPG 2010,1.44
-137.68,38.17,593,6,8,10,38.17,-137.68,0,0,0,10.47,0,0,0,717.39,0,H. Carson,ENPG 2010,10.47
-134.77,38.32,594,7,8,10,38.32,-134.77,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-132.2,38.15,595,8,8,10,38.15,-132.2,0,0,0,0.54,0,0,0,42.95,0,H. Carson,ENPG 2010,0.54
-156.88,23.25,596,27,7,2010,23.25,-156.88,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-155.18,24.53,597,28,7,2010,24.53,-155.18,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-153.32,26.12,598,29,7,2010,26.12,-153.32,0,0,0,30.43,0,0,0,1521.46,0,H. Carson,ENPG 2010,30.43
